"State";"Account Length";"Phone";"Int'l Plan";"VMail Plan";"Day Mins";"Area Code";"VMail Message";"Day Calls";"Day Charge";"Eve Mins";"Eve Calls";"Eve Charge";"Night Mins";"Night Calls";"Night Charge";"Intl Mins";"Intl Calls";"Intl Charge";"CustServ Calls";"Churn?"
"WA";"130";"406-7726";"no";"no";"124.300000";510.0;0.0;70.0;21.13;270.7;99.0;23.01;239.5;83.0;10.78;3.5;6.0;0.95;0.0;"False."
"WI";"92";"351-2773";"no";"no";"157.700000";415.0;0.0;101.0;26.81;298.6;100.0;25.38;216.9;99.0;9.76;13.8;3.0;3.73;1.0;"False."
"CO";"119";"368-6174";"no";"no";"124.300000";408.0;0.0;68.0;21.13;207.1;88.0;17.6;157.4;93.0;7.08;14.8;1.0;4.0;0.0;"False."
"NV";"115";"334-5029";"no";"no";"286.400000";415.0;0.0;125.0;48.69;205.7;74.0;17.48;191.4;141.0;8.61;6.9;6.0;1.86;1.0;"True."
"RI";"134";"413-1789";"no";"no";"141.700000";415.0;0.0;95.0;24.09;205.6;101.0;17.48;218.5;60.0;9.83;8.8;6.0;2.38;0.0;"False."
"VA";"127";"414-1246";"no";"yes";"173.000000";408.0;25.0;91.0;29.41;245.8;64.0;20.89;300.0;99.0;13.5;4.8;3.0;1.3;0.0;"False."
"NJ";"80";"330-4978";"no";"no";"268.700000";415.0;0.0;120.0;45.68;301.0;147.0;25.59;167.0;140.0;7.52;5.8;1.0;1.57;2.0;"True."
"ND";"153";"386-1631";"no";"yes";"218.500000";415.0;31.0;130.0;37.15;134.2;103.0;11.41;118.9;105.0;5.35;9.4;6.0;2.54;0.0;"False."
"MN";"85";"363-1208";"no";"no";"255.300000";415.0;0.0;114.0;43.4;194.6;83.0;16.54;276.6;78.0;12.45;3.7;5.0;1.0;3.0;"False."
"HI";"79";"334-5263";"no";"no";"41.900000";415.0;0.0;124.0;7.12;211.0;95.0;17.94;237.9;55.0;10.71;11.4;5.0;3.08;1.0;"False."
"ND";"35";"361-4137";"no";"no";"260.800000";415.0;0.0;87.0;44.34;258.1;78.0;21.94;131.3;123.0;5.91;5.8;2.0;1.57;1.0;"False."
"WI";"120";"374-8187";"no";"yes";"239.400000";408.0;26.0;94.0;40.7;259.4;88.0;22.05;238.0;132.0;10.71;7.7;3.0;2.08;0.0;"False."
"MN";"68";"370-1525";"no";"no";"226.700000";510.0;0.0;94.0;38.54;168.4;129.0;14.31;188.7;117.0;8.49;10.2;1.0;2.75;0.0;"False."
"DC";"60";"355-3801";"no";"no";"179.300000";408.0;0.0;147.0;30.48;208.9;89.0;17.76;248.2;98.0;11.17;13.5;6.0;3.65;1.0;"True."
"KS";"120";"392-5605";"no";"no";"158.000000";510.0;0.0;110.0;26.86;197.0;103.0;16.75;154.9;132.0;6.97;10.0;5.0;2.7;1.0;"False."
"MT";"71";"363-1366";"no";"yes";"175.700000";510.0;23.0;82.0;29.87;258.9;136.0;22.01;268.4;154.0;12.08;14.1;7.0;3.81;1.0;"False."
"WV";"124";"358-5274";"no";"no";"157.400000";415.0;0.0;107.0;26.76;167.8;112.0;14.26;188.8;102.0;8.5;8.8;3.0;2.38;3.0;"False."
"ME";"23";"376-9607";"no";"no";"113.100000";510.0;0.0;74.0;19.23;168.8;95.0;14.35;262.9;126.0;11.83;6.9;2.0;1.86;1.0;"True."
"WY";"225";"374-1213";"no";"no";"182.700000";415.0;0.0;142.0;31.06;246.5;63.0;20.95;218.0;103.0;9.81;8.8;2.0;2.38;1.0;"False."
"NY";"181";"421-8537";"yes";"no";"161.300000";415.0;0.0;83.0;27.42;124.4;83.0;10.57;262.0;98.0;11.79;14.1;3.0;3.81;0.0;"True."
"VT";"63";"351-5576";"no";"no";"142.500000";415.0;0.0;92.0;24.23;208.3;102.0;17.71;228.9;120.0;10.3;7.5;2.0;2.03;2.0;"False."
"NC";"54";"407-7258";"yes";"no";"190.500000";415.0;0.0;108.0;32.39;259.7;108.0;22.07;141.5;111.0;6.37;9.7;2.0;2.62;2.0;"True."
"MO";"80";"405-4420";"yes";"yes";"159.300000";408.0;15.0;110.0;27.08;170.6;120.0;14.5;141.2;82.0;6.35;11.9;5.0;3.21;1.0;"False."
"NC";"118";"340-2855";"yes";"yes";"153.800000";408.0;39.0;106.0;26.15;123.3;111.0;10.48;117.8;103.0;5.3;9.2;6.0;2.48;1.0;"False."
"NJ";"42";"342-8002";"yes";"no";"180.700000";408.0;0.0;127.0;30.72;174.6;94.0;14.84;165.3;114.0;7.44;12.0;6.0;3.24;2.0;"False."
"OH";"134";"355-6826";"no";"no";"202.700000";408.0;0.0;105.0;34.46;224.9;90.0;19.12;253.9;108.0;11.43;12.1;7.0;3.27;0.0;"False."
"TX";"66";"402-3886";"no";"yes";"190.800000";415.0;35.0;100.0;32.44;261.3;93.0;22.21;209.5;108.0;9.43;8.9;6.0;2.4;0.0;"False."
"WA";"66";"336-5900";"no";"no";"205.100000";415.0;0.0;102.0;34.87;232.7;109.0;19.78;259.9;95.0;11.7;9.2;6.0;2.48;2.0;"False."
"TN";"127";"339-7684";"no";"yes";"235.600000";415.0;28.0;124.0;40.05;236.8;113.0;20.13;241.2;127.0;10.85;7.7;2.0;2.08;1.0;"False."
"HI";"146";"390-2433";"no";"no";"189.300000";510.0;0.0;77.0;32.18;155.9;128.0;13.25;186.0;83.0;8.37;7.4;3.0;2.0;0.0;"False."
"WY";"93";"360-7246";"no";"yes";"166.900000";408.0;42.0;101.0;28.37;273.2;84.0;23.22;171.0;106.0;7.69;11.5;1.0;3.11;1.0;"False."
"CT";"77";"335-6508";"no";"no";"245.200000";415.0;0.0;87.0;41.68;254.1;83.0;21.6;239.4;91.0;10.77;7.5;4.0;2.03;0.0;"True."
"NM";"111";"348-6720";"no";"no";"132.600000";415.0;0.0;125.0;22.54;221.1;67.0;18.79;127.9;101.0;5.76;12.7;2.0;3.43;4.0;"True."
"NJ";"125";"406-6400";"no";"no";"182.300000";415.0;0.0;64.0;30.99;139.8;121.0;11.88;171.6;96.0;7.72;11.6;7.0;3.13;2.0;"False."
"AL";"115";"390-7370";"no";"yes";"192.300000";510.0;14.0;86.0;32.69;88.7;90.0;7.54;229.4;120.0;10.32;10.5;3.0;2.84;2.0;"False."
"MN";"115";"390-5055";"yes";"no";"122.000000";510.0;0.0;110.0;20.74;220.2;100.0;18.72;179.7;124.0;8.09;10.8;2.0;2.92;2.0;"True."
"NC";"114";"405-7542";"no";"no";"193.000000";408.0;0.0;101.0;32.81;250.0;81.0;21.25;133.3;79.0;6.0;9.6;2.0;2.59;2.0;"False."
"OH";"106";"364-4927";"no";"no";"158.600000";415.0;0.0;112.0;26.96;220.0;114.0;18.7;252.9;106.0;11.38;9.1;3.0;2.46;0.0;"False."
"ND";"118";"329-3458";"no";"yes";"91.500000";415.0;39.0;125.0;15.56;219.9;113.0;18.69;229.0;99.0;10.31;12.7;8.0;3.43;2.0;"False."
"CO";"59";"331-3842";"no";"no";"153.600000";510.0;0.0;92.0;26.11;205.5;88.0;17.47;114.5;89.0;5.15;12.5;10.0;3.38;1.0;"False."
"ND";"87";"343-4147";"yes";"yes";"221.600000";415.0;40.0;79.0;37.67;157.1;74.0;13.35;222.4;124.0;10.01;11.5;3.0;3.11;1.0;"False."
"NY";"21";"335-2274";"no";"no";"244.700000";415.0;0.0;81.0;41.6;168.0;117.0;14.28;281.5;87.0;12.67;6.6;1.0;1.78;1.0;"False."
"WI";"142";"343-3227";"no";"yes";"239.800000";408.0;24.0;103.0;40.77;285.9;65.0;24.3;256.7;106.0;11.55;9.5;4.0;2.57;0.0;"False."
"WY";"62";"336-6907";"no";"no";"172.400000";415.0;0.0;132.0;29.31;230.5;100.0;19.59;228.2;109.0;10.27;11.0;5.0;2.97;0.0;"False."
"OR";"149";"331-1391";"no";"no";"242.500000";415.0;0.0;83.0;41.23;245.4;97.0;20.86;219.6;80.0;9.88;10.0;3.0;2.7;3.0;"True."
"CO";"54";"360-1643";"no";"yes";"117.600000";510.0;39.0;82.0;19.99;159.2;60.0;13.53;236.4;113.0;10.64;11.3;10.0;3.05;2.0;"False."
"LA";"112";"410-2518";"no";"no";"174.500000";510.0;0.0;127.0;29.67;259.3;71.0;22.04;170.5;120.0;7.67;11.3;7.0;3.05;1.0;"False."
"AL";"68";"344-4970";"no";"no";"157.300000";510.0;0.0;83.0;26.74;220.9;85.0;18.78;218.9;129.0;9.85;12.0;7.0;3.24;1.0;"False."
"TX";"201";"408-1486";"no";"yes";"192.000000";415.0;21.0;97.0;32.64;239.1;81.0;20.32;116.1;125.0;5.22;15.1;3.0;4.08;1.0;"False."
"PA";"88";"396-1648";"no";"no";"218.200000";510.0;0.0;76.0;37.09;169.3;60.0;14.39;141.1;99.0;6.35;8.0;1.0;2.16;1.0;"False."
"IL";"85";"391-2022";"no";"yes";"144.600000";415.0;29.0;97.0;24.58;140.0;102.0;11.9;165.4;148.0;7.44;10.9;3.0;2.94;1.0;"False."
"DE";"51";"420-6465";"yes";"no";"153.600000";415.0;0.0;108.0;26.11;232.9;85.0;19.8;214.2;92.0;9.64;14.1;4.0;3.81;0.0;"True."
"MO";"45";"398-2628";"no";"yes";"135.800000";510.0;29.0;104.0;23.09;222.5;101.0;18.91;235.6;92.0;10.6;7.9;6.0;2.13;2.0;"False."
"AR";"116";"409-5519";"no";"no";"160.700000";510.0;0.0;69.0;27.32;146.8;106.0;12.48;287.8;144.0;12.95;8.2;5.0;2.21;0.0;"False."
"OH";"146";"391-8554";"no";"yes";"202.500000";408.0;31.0;91.0;34.43;241.4;108.0;20.52;169.6;77.0;7.63;7.8;2.0;2.11;1.0;"False."
"WI";"63";"395-1693";"no";"yes";"152.200000";510.0;34.0;119.0;25.87;227.1;91.0;19.3;195.7;103.0;8.81;12.3;5.0;3.32;1.0;"False."
"GA";"133";"393-3194";"no";"no";"227.400000";510.0;0.0;90.0;38.66;73.2;135.0;6.22;114.3;99.0;5.14;4.7;7.0;1.27;0.0;"False."
"KY";"125";"328-3402";"no";"no";"191.600000";408.0;0.0;115.0;32.57;205.6;108.0;17.48;210.2;123.0;9.46;9.2;3.0;2.48;2.0;"False."
"OH";"72";"411-4781";"no";"no";"138.900000";510.0;0.0;111.0;23.61;211.6;102.0;17.99;179.5;91.0;8.08;10.8;3.0;2.92;1.0;"False."
"TN";"130";"401-2581";"no";"no";"127.000000";408.0;0.0;102.0;21.59;206.9;107.0;17.59;231.7;99.0;10.43;6.1;6.0;1.65;0.0;"False."
"SD";"97";"385-1214";"no";"no";"168.600000";415.0;0.0;87.0;28.66;259.2;105.0;22.03;279.8;123.0;12.59;7.3;4.0;1.97;1.0;"False."
"NY";"54";"348-6853";"no";"no";"286.600000";415.0;0.0;73.0;48.72;223.2;108.0;18.97;203.7;107.0;9.17;11.5;5.0;3.11;1.0;"True."
"GA";"160";"341-8412";"no";"yes";"164.600000";415.0;29.0;121.0;27.98;262.8;108.0;22.34;123.8;131.0;5.57;15.2;4.0;4.1;1.0;"False."
"TX";"79";"330-8142";"no";"no";"144.000000";415.0;0.0;90.0;24.48;135.8;91.0;11.54;212.4;129.0;9.56;13.0;4.0;3.51;1.0;"False."
"WV";"92";"361-1404";"no";"yes";"141.600000";415.0;47.0;95.0;24.07;207.9;130.0;17.67;203.6;95.0;9.16;10.2;11.0;2.75;0.0;"False."
"MI";"59";"375-9671";"no";"no";"204.300000";415.0;0.0;65.0;34.73;247.3;123.0;21.02;214.7;94.0;9.66;12.0;4.0;3.24;1.0;"False."
"ND";"132";"372-1824";"no";"no";"163.200000";510.0;0.0;80.0;27.74;167.6;90.0;14.25;87.5;90.0;3.94;6.2;10.0;1.67;1.0;"False."
"NE";"21";"408-3606";"no";"no";"225.000000";510.0;0.0;110.0;38.25;244.2;111.0;20.76;221.2;93.0;9.95;10.7;4.0;2.89;0.0;"False."
"SD";"93";"333-3595";"no";"no";"176.100000";415.0;0.0;103.0;29.94;199.7;130.0;16.97;263.9;96.0;11.88;8.5;6.0;2.3;2.0;"False."
"NJ";"147";"379-7009";"no";"yes";"254.200000";415.0;36.0;78.0;43.21;228.1;105.0;19.39;98.0;125.0;4.41;13.8;7.0;3.73;5.0;"False."
"AK";"101";"411-4940";"no";"no";"174.900000";510.0;0.0;105.0;29.73;262.0;75.0;22.27;210.0;93.0;9.45;8.5;5.0;2.3;1.0;"False."
"CT";"125";"409-7523";"yes";"no";"187.300000";415.0;0.0;118.0;31.84;160.7;111.0;13.66;263.8;112.0;11.87;9.6;2.0;2.59;0.0;"True."
"CO";"63";"408-6725";"no";"no";"211.800000";415.0;0.0;84.0;36.01;230.9;137.0;19.63;217.1;99.0;9.77;10.7;9.0;2.89;3.0;"False."
"MD";"107";"350-2384";"no";"no";"241.900000";415.0;0.0;102.0;41.12;126.9;117.0;10.79;185.6;92.0;8.35;11.7;6.0;3.16;0.0;"False."
"ND";"110";"348-1706";"no";"no";"196.100000";408.0;0.0;103.0;33.34;199.7;123.0;16.97;135.9;71.0;6.12;12.9;1.0;3.48;3.0;"False."
"NH";"83";"415-6145";"no";"no";"231.300000";415.0;0.0;100.0;39.32;210.4;84.0;17.88;217.4;106.0;9.78;12.4;2.0;3.35;3.0;"False."
"MN";"117";"373-3731";"no";"no";"161.600000";408.0;0.0;104.0;27.47;196.3;119.0;16.69;294.8;111.0;13.27;13.8;2.0;3.73;1.0;"False."
"KY";"124";"341-3349";"no";"no";"194.000000";415.0;0.0;103.0;32.98;241.0;116.0;20.49;227.5;153.0;10.24;11.9;5.0;3.21;0.0;"False."
"NH";"115";"399-8859";"no";"no";"109.700000";510.0;0.0;148.0;18.65;223.8;87.0;19.02;240.3;96.0;10.81;15.4;8.0;4.16;3.0;"False."
"CO";"156";"377-4518";"yes";"no";"277.000000";408.0;0.0;119.0;47.09;238.3;106.0;20.26;94.4;96.0;4.25;8.3;3.0;2.24;1.0;"False."
"KY";"89";"341-1594";"no";"no";"192.100000";408.0;0.0;83.0;32.66;163.6;88.0;13.91;169.7;138.0;7.64;6.1;3.0;1.65;0.0;"False."
"KY";"72";"418-8770";"no";"no";"198.400000";415.0;0.0;147.0;33.73;216.9;121.0;18.44;112.8;125.0;5.08;13.1;4.0;3.54;0.0;"False."
"IN";"101";"332-9118";"no";"yes";"209.200000";415.0;42.0;82.0;35.56;159.7;74.0;13.57;181.6;100.0;8.17;9.5;3.0;2.57;0.0;"False."
"OR";"53";"386-1418";"no";"no";"184.800000";415.0;0.0;98.0;31.42;216.4;125.0;18.39;141.1;116.0;6.35;18.4;3.0;4.97;2.0;"False."
"SD";"116";"393-3535";"no";"no";"167.800000";408.0;0.0;119.0;28.53;142.0;123.0;12.07;190.7;128.0;8.58;7.3;4.0;1.97;2.0;"False."
"DE";"78";"328-9006";"no";"no";"139.200000";408.0;0.0;140.0;23.66;191.4;113.0;16.27;286.5;125.0;12.89;11.8;3.0;3.19;3.0;"False."
"OR";"117";"402-2482";"no";"yes";"221.300000";415.0;17.0;82.0;37.62;167.6;100.0;14.25;262.7;87.0;11.82;4.4;4.0;1.19;0.0;"False."
"NE";"56";"408-4865";"no";"no";"121.600000";510.0;0.0;84.0;20.67;165.3;115.0;14.05;243.9;95.0;10.98;8.9;2.0;2.4;1.0;"False."
"OH";"123";"396-6247";"no";"yes";"270.400000";408.0;39.0;99.0;45.97;245.1;110.0;20.83;108.9;113.0;4.9;15.4;7.0;4.16;1.0;"False."
"OH";"127";"396-9462";"no";"no";"139.600000";408.0;0.0;94.0;23.73;240.9;112.0;20.48;127.1;88.0;5.72;8.8;4.0;2.38;2.0;"False."
"AR";"116";"396-9279";"no";"yes";"253.000000";415.0;23.0;78.0;43.01;138.9;121.0;11.81;277.8;104.0;12.5;11.8;3.0;3.19;2.0;"False."
"KS";"138";"363-8715";"no";"yes";"183.900000";510.0;26.0;83.0;31.26;240.7;93.0;20.46;185.7;125.0;8.36;15.0;3.0;4.05;1.0;"False."
"TX";"120";"356-1358";"no";"no";"203.300000";415.0;0.0;108.0;34.56;259.9;66.0;22.09;115.9;103.0;5.22;7.8;2.0;2.11;3.0;"False."
"WI";"102";"360-7839";"no";"no";"200.600000";408.0;0.0;106.0;34.1;152.5;127.0;12.96;199.4;128.0;8.97;7.7;2.0;2.08;3.0;"False."
"OR";"95";"364-8774";"no";"no";"167.600000";415.0;0.0;96.0;28.49;176.0;89.0;14.96;250.9;113.0;11.29;13.4;6.0;3.62;2.0;"False."
"VA";"102";"348-5038";"no";"no";"156.500000";408.0;0.0;67.0;26.61;204.3;103.0;17.37;141.9;72.0;6.39;9.9;2.0;2.67;2.0;"False."
"AR";"89";"365-4728";"no";"yes";"215.100000";415.0;25.0;140.0;36.57;197.4;69.0;16.78;162.1;117.0;7.29;10.6;10.0;2.86;1.0;"False."
"CT";"50";"351-9037";"no";"no";"301.700000";408.0;0.0;82.0;51.29;167.1;118.0;14.2;72.2;89.0;3.25;10.5;6.0;2.84;1.0;"False."
"OH";"93";"397-9184";"no";"yes";"152.300000";415.0;42.0;90.0;25.89;267.5;102.0;22.74;266.9;130.0;12.01;11.3;5.0;3.05;7.0;"False."
"WY";"68";"398-4538";"no";"no";"195.400000";510.0;0.0;116.0;33.22;212.1;101.0;18.03;138.4;134.0;6.23;15.1;11.0;4.08;1.0;"False."
"IL";"70";"382-6827";"no";"no";"208.700000";408.0;0.0;97.0;35.48;275.5;83.0;23.42;182.5;122.0;8.21;8.0;3.0;2.16;2.0;"False."
"MO";"138";"408-1340";"no";"yes";"190.100000";415.0;29.0;87.0;32.32;223.2;123.0;18.97;256.2;130.0;11.53;14.2;6.0;3.83;0.0;"False."
"DC";"141";"333-9511";"no";"yes";"185.400000";415.0;37.0;87.0;31.52;178.5;128.0;15.17;218.3;107.0;9.82;8.0;3.0;2.16;4.0;"False."
"MA";"112";"358-7379";"no";"yes";"183.200000";415.0;17.0;95.0;31.14;252.8;125.0;21.49;156.7;95.0;7.05;9.7;3.0;2.62;0.0;"False."
"NH";"117";"397-1766";"yes";"no";"54.200000";510.0;0.0;100.0;9.21;303.2;84.0;25.77;171.8;84.0;7.73;8.6;2.0;2.32;1.0;"True."
"IA";"1";"331-2144";"no";"yes";"208.000000";408.0;26.0;115.0;35.36;185.0;113.0;15.73;177.7;144.0;8.0;8.1;9.0;2.19;1.0;"False."
"AL";"70";"345-7014";"no";"no";"230.300000";415.0;0.0;110.0;39.15;77.9;87.0;6.62;247.1;105.0;11.12;13.2;4.0;3.56;1.0;"False."
"OR";"87";"395-1898";"no";"yes";"240.800000";510.0;22.0;102.0;40.94;75.9;106.0;6.45;224.6;115.0;10.11;7.1;3.0;1.92;2.0;"False."
"WV";"52";"373-8920";"no";"yes";"195.700000";510.0;21.0;119.0;33.27;106.2;95.0;9.03;157.4;94.0;7.08;5.3;3.0;1.43;2.0;"False."
"WA";"97";"373-8908";"no";"no";"276.100000";408.0;0.0;82.0;46.94;201.1;106.0;17.09;231.3;73.0;10.41;8.9;4.0;2.4;0.0;"True."
"NV";"105";"415-1203";"no";"no";"166.100000";408.0;0.0;93.0;28.24;175.9;106.0;14.95;243.5;55.0;10.96;16.2;3.0;4.37;2.0;"False."
"SC";"77";"369-7017";"no";"yes";"135.900000";510.0;28.0;117.0;23.1;244.5;102.0;20.78;207.5;74.0;9.34;11.5;3.0;3.11;4.0;"True."
"NC";"80";"420-8435";"yes";"no";"189.100000";415.0;0.0;122.0;32.15;223.2;92.0;18.97;269.0;116.0;12.11;13.9;3.0;3.75;2.0;"True."
"NH";"120";"395-2579";"no";"yes";"177.900000";510.0;43.0;117.0;30.24;175.1;70.0;14.88;161.3;117.0;7.26;11.5;4.0;3.11;1.0;"False."
"WY";"54";"405-7850";"no";"yes";"143.900000";408.0;39.0;73.0;24.46;210.3;117.0;17.88;129.2;117.0;5.81;12.5;8.0;3.38;2.0;"False."
"FL";"148";"394-7710";"yes";"no";"148.200000";510.0;0.0;138.0;25.19;159.6;123.0;13.57;197.4;62.0;8.88;8.6;3.0;2.32;2.0;"False."
"PA";"119";"342-4122";"no";"no";"287.100000";408.0;0.0;115.0;48.81;159.3;99.0;13.54;216.8;86.0;9.76;13.9;1.0;3.75;2.0;"True."
"NC";"162";"340-1876";"no";"yes";"179.700000";408.0;26.0;144.0;30.55;218.1;129.0;18.54;212.3;105.0;9.55;9.3;8.0;2.51;1.0;"True."
"MO";"85";"383-6095";"no";"no";"165.800000";510.0;0.0;96.0;28.19;190.0;141.0;16.15;144.0;116.0;6.48;10.9;3.0;2.94;5.0;"True."
"KS";"101";"413-1061";"no";"yes";"144.100000";510.0;25.0;144.0;24.5;167.6;105.0;14.25;240.0;107.0;10.8;14.5;3.0;3.92;1.0;"False."
"KY";"172";"343-5347";"no";"no";"172.500000";415.0;0.0;85.0;29.33;253.1;71.0;21.51;221.6;113.0;9.97;5.9;6.0;1.59;0.0;"False."
"DE";"80";"376-4861";"no";"no";"199.800000";415.0;0.0;138.0;33.97;167.1;91.0;14.2;271.8;94.0;12.23;5.5;4.0;1.49;1.0;"False."
"WI";"67";"417-2265";"no";"no";"109.100000";510.0;0.0;134.0;18.55;142.3;76.0;12.1;91.2;86.0;4.1;10.9;5.0;2.94;2.0;"False."
"CO";"86";"419-7415";"no";"no";"171.800000";408.0;0.0;106.0;29.21;301.7;44.0;25.64;139.4;108.0;6.27;9.7;5.0;2.62;1.0;"False."
"NM";"107";"407-2259";"no";"no";"222.300000";415.0;0.0;101.0;37.79;286.0;111.0;24.31;249.4;117.0;11.22;12.1;4.0;3.27;1.0;"True."
"DE";"133";"333-2906";"no";"no";"245.800000";510.0;0.0;102.0;41.79;264.7;90.0;22.5;111.7;103.0;5.03;11.2;7.0;3.02;0.0;"False."
"IL";"116";"360-7477";"no";"no";"164.600000";510.0;0.0;110.0;27.98;270.6;103.0;23.0;230.4;109.0;10.37;8.0;3.0;2.16;0.0;"False."
"WA";"63";"342-5243";"no";"no";"211.700000";408.0;0.0;107.0;35.99;271.7;77.0;23.09;203.3;108.0;9.15;7.4;7.0;2.0;0.0;"False."
"MA";"119";"417-3999";"yes";"yes";"147.200000";408.0;16.0;103.0;25.02;160.1;96.0;13.61;184.0;120.0;8.28;7.7;2.0;2.08;0.0;"True."
"OH";"133";"379-1720";"yes";"no";"254.700000";408.0;0.0;103.0;43.3;252.2;80.0;21.44;178.1;103.0;8.01;8.0;3.0;2.16;0.0;"True."
"TN";"94";"368-3117";"yes";"no";"170.100000";408.0;0.0;113.0;28.92;271.8;94.0;23.1;110.7;78.0;4.98;8.7;4.0;2.35;1.0;"False."
"MA";"69";"352-5000";"no";"no";"195.100000";510.0;0.0;91.0;33.17;261.5;57.0;22.23;203.8;90.0;9.17;11.4;5.0;3.08;0.0;"False."
"MI";"146";"405-7676";"no";"no";"149.300000";408.0;0.0;83.0;25.38;187.1;130.0;15.9;149.8;100.0;6.74;7.9;4.0;2.13;7.0;"True."
"TX";"119";"361-2349";"no";"no";"81.900000";510.0;0.0;75.0;13.92;253.8;114.0;21.57;213.1;125.0;9.59;8.9;1.0;2.4;2.0;"True."
"NH";"142";"383-2901";"yes";"yes";"191.100000";408.0;25.0;109.0;32.49;149.6;120.0;12.72;227.8;60.0;10.25;9.8;3.0;2.65;0.0;"False."
"MD";"123";"369-7049";"no";"no";"206.900000";408.0;0.0;115.0;35.17;224.4;86.0;19.07;197.4;60.0;8.88;8.3;2.0;2.24;3.0;"False."
"MS";"101";"387-5533";"no";"no";"239.000000";408.0;0.0;156.0;40.63;273.0;106.0;23.21;278.2;93.0;12.52;13.5;8.0;3.65;1.0;"True."
"AZ";"43";"362-3660";"no";"no";"179.300000";415.0;0.0;97.0;30.48;252.7;126.0;21.48;227.5;114.0;10.24;8.0;5.0;2.16;0.0;"False."
"IN";"69";"357-3577";"no";"no";"185.300000";408.0;0.0;91.0;31.5;219.1;88.0;18.62;243.6;107.0;10.96;5.5;5.0;1.49;0.0;"False."
"NY";"15";"394-3312";"yes";"no";"141.400000";510.0;0.0;80.0;24.04;123.9;76.0;10.53;323.5;88.0;14.56;8.1;3.0;2.19;2.0;"False."
"WI";"107";"395-8330";"no";"yes";"248.600000";510.0;25.0;91.0;42.26;119.3;115.0;10.14;194.3;83.0;8.74;12.0;1.0;3.24;1.0;"False."
"WV";"67";"373-8895";"no";"no";"152.500000";510.0;0.0;131.0;25.93;252.4;107.0;21.45;185.4;104.0;8.34;4.9;3.0;1.32;2.0;"False."
"NY";"99";"386-4581";"no";"no";"145.600000";415.0;0.0;102.0;24.75;230.9;87.0;19.63;181.5;86.0;8.17;11.4;7.0;3.08;1.0;"False."
"OK";"46";"354-8191";"no";"no";"164.200000";415.0;0.0;116.0;27.91;196.2;153.0;16.68;236.1;119.0;10.62;8.1;1.0;2.19;1.0;"False."
"NC";"55";"359-7562";"yes";"no";"221.000000";408.0;0.0;115.0;37.57;165.4;97.0;14.06;235.4;117.0;10.59;9.7;4.0;2.62;1.0;"False."
"KY";"39";"359-4336";"no";"no";"295.400000";415.0;0.0;126.0;50.22;232.1;117.0;19.73;204.4;123.0;9.2;11.5;2.0;3.11;1.0;"True."
"TX";"92";"336-9901";"no";"no";"139.800000";510.0;0.0;98.0;23.77;174.9;143.0;14.87;201.6;135.0;9.07;9.4;7.0;2.54;2.0;"False."
"CT";"56";"406-3069";"no";"no";"162.300000";415.0;0.0;99.0;27.59;149.1;78.0;12.67;255.5;115.0;11.5;14.8;1.0;4.0;4.0;"True."
"NE";"76";"334-6519";"no";"no";"272.700000";415.0;0.0;97.0;46.36;236.4;95.0;20.09;235.5;105.0;10.6;7.7;2.0;2.08;0.0;"True."
"HI";"132";"361-8113";"yes";"yes";"200.300000";408.0;33.0;75.0;34.05;226.6;67.0;19.26;198.8;91.0;8.95;12.9;3.0;3.48;2.0;"False."
"SC";"140";"347-9769";"no";"yes";"157.100000";510.0;28.0;77.0;26.71;172.4;97.0;14.65;184.5;94.0;8.3;11.1;9.0;3.0;1.0;"False."
"AK";"51";"352-9130";"yes";"yes";"135.800000";510.0;12.0;60.0;23.09;200.6;134.0;17.05;192.4;98.0;8.66;12.3;7.0;3.32;2.0;"False."
"SD";"27";"378-4557";"no";"no";"236.700000";408.0;0.0;110.0;40.24;231.9;92.0;19.71;164.7;85.0;7.41;12.7;6.0;3.43;1.0;"False."
"ID";"224";"360-8919";"no";"no";"111.400000";510.0;0.0;133.0;18.94;175.0;66.0;14.88;217.2;106.0;9.77;5.5;6.0;1.49;3.0;"False."
"OK";"105";"405-4109";"yes";"yes";"156.100000";510.0;28.0;89.0;26.54;107.1;114.0;9.1;167.7;95.0;7.55;14.7;3.0;3.97;0.0;"True."
"WA";"117";"381-2498";"no";"no";"191.100000";408.0;0.0;93.0;32.49;282.8;56.0;24.04;84.8;118.0;3.82;12.0;4.0;3.24;2.0;"False."
"SD";"91";"357-5696";"no";"no";"153.000000";415.0;0.0;123.0;26.01;141.1;127.0;11.99;171.5;76.0;7.72;10.3;15.0;2.78;1.0;"True."
"OH";"135";"412-2947";"no";"no";"218.800000";415.0;0.0;123.0;37.2;242.8;64.0;20.64;85.8;80.0;3.86;10.3;3.0;2.78;4.0;"False."
"VA";"146";"363-3571";"no";"no";"205.400000";415.0;0.0;101.0;34.92;134.9;77.0;11.47;310.5;83.0;13.97;10.3;2.0;2.78;3.0;"False."
"WI";"147";"405-5403";"yes";"no";"225.200000";415.0;0.0;111.0;38.28;184.9;98.0;15.72;143.2;146.0;6.44;9.9;1.0;2.67;0.0;"True."
"IN";"68";"330-9354";"no";"no";"249.900000";510.0;0.0;127.0;42.48;254.5;118.0;21.63;273.2;98.0;12.29;8.9;6.0;2.4;2.0;"True."
"NM";"68";"396-7091";"no";"no";"131.600000";408.0;0.0;89.0;22.37;137.0;109.0;11.65;256.3;107.0;11.53;10.2;5.0;2.75;3.0;"False."
